window,width,fold_id,rs_id,ssm,lr,xgb
3,15,3,10,0.7367260489385026,0.7004429988216472,0.7243251128064799
3,15,4,10,0.6545992487988977,0.702252912550355,0.6643854486561352
3,15,0,11,0.6383798282346106,0.6406043389540784,0.6049750908255512
3,15,1,11,0.6123726624585042,0.4812588154449,0.5387264745701393
3,15,2,11,0.6197185978443449,0.6736550322613292,0.6362196518726785
3,15,3,11,0.7046666091981807,0.7240215710652722,0.7234888159707478
3,15,4,11,0.6388036603941022,0.6373728660996404,0.5977642706920137
3,15,0,12,0.6396689414553712,0.6018762504231447,0.6591333681591492
3,15,1,12,0.6135055361275091,0.657207837677467,0.6056019458358853
3,15,2,12,0.5806682641950828,0.47833508797702196,0.46827273404334696
3,15,3,12,0.6281033505201806,0.6534197016923398,0.6101216397581413
3,15,4,12,0.7260674357563118,0.7278556736870483,0.7239979261155434
3,15,0,13,0.5463913328888771,0.4603719332133666,0.45589036097278474
3,15,1,13,0.67414598032544,0.7026752140016974,0.6618362614430687
3,15,2,13,0.7215811652259602,0.7330055808183974,0.7186513003642463
3,15,3,13,0.6539339897794084,0.6596163301037486,0.6416826612611778
3,15,4,13,0.5990013811752127,0.5709515670300134,0.5638701451405599
3,15,0,14,0.7569704993077531,0.7037821729909239,0.6743863910167014
3,15,1,14,0.5284499342956462,0.48481439594146053,0.5603537516462576
3,15,2,14,0.7374308331240967,0.6952380131114997,0.6820692082472622
